,rank,title,views_mn,href,group,subgroup,continent,data_completed,sport,country,time,artist
27,28,Bad,8.4,/wiki/Michael_Jackson,Entertainment,Albums,,,,,,Michael Jackson
28,28,Yeezus,8.4,/wiki/Kanye_West,Entertainment,Albums,,,,,,Kanye West
29,30,25 (Adele album),8.3,/wiki/Adele,Entertainment,Albums,,,,,,Adele
30,30,Hybrid Theory,8.3,/wiki/Linkin_Park,Entertainment,Albums,,,,,,Linkin Park
0,1,Gangnam Style,22,/wiki/PSY,Entertainment,Singles,,,,,,PSY
1,2,Bohemian Rhapsody,18,/wiki/Queen_(band),Entertainment,Singles,,,,,,Queen
2,3, Hallelujah,14,/wiki/Leonard_Cohen,Entertainment,Singles,,,,,,Leonard Cohen
3,4,We Are the World,13,/wiki/USA_for_Africa,Entertainment,Singles,,,,,,USA for Africa
4,5,Amazing Grace,10,/wiki/Amazing_Grace,Entertainment,Singles,,,,,,various artists
5,6,Supercalifragilisticexpialidocious,9.6,/wiki/Dick_Van_Dyke,Entertainment,Singles,,,,,,Julie Andrews & Dick Van Dyke
6,6,Stairway to Heaven,9.6,/wiki/Led_Zeppelin,Entertainment,Singles,,,,,,Led Zeppelin
7,8,Hotel California,9.3,/wiki/Eagles,Entertainment,Singles,,,,,,Eagles
8,10,American Pie,9.2,/wiki/Don_McLean,Entertainment,Singles,,,,,,Don McLean
9,9,Despacito,9.1,/wiki/Luis_Fonsi,Entertainment,Singles,,,,,,Luis Fonsi
10,11,Hey Jude,8.4,/wiki/Beatles,Entertainment,Singles,,,,,,Beatles
11,12,The Sound of Silence,7.8,/wiki/Simon_%26_Garfunkel,Entertainment,Singles,,,,,,Simon & Garfunkel
12,13,Stan,7.5,/wiki/Eminem,Entertainment,Singles,,,,,,Eminem
13,14,We Didn't Start the Fire,7.3,/wiki/Billy_Joel,Entertainment,Singles,,,,,,Billy Joel
14,15,Billie Jean,7.1,/wiki/Michael_Jackson,Entertainment,Singles,,,,,,Michael Jackson
15,15,I Will Always Love You,7.1,/wiki/Whitney_Houston,Entertainment,Singles,,,,,,Whitney Houston
16,17,Blurred Lines,6.7,/wiki/Robin_Thicke,Entertainment,Singles,,,,,,Robin Thicke
17,17,Hurt,6.7,/wiki/Nine_Inch_Nails,Entertainment,Singles,,,,,,Nine Inch Nails
18,17,Hello,6.7,/wiki/Adele,Entertainment,Singles,,,,,,Adele
19,20,Never Gonna Give You Up,6.5,/wiki/Rick_Astley,Entertainment,Singles,,,,,,Rick Astley
20,21,In the Air Tonight,6.2,/wiki/Phil_Collins,Entertainment,Singles,,,,,,Phil Collins
21,22,The House of the Rising Sun,5.9,/wiki/The_Animals,Entertainment,Singles,,,,,,The Animals
22,23,Beat It,5.8,/wiki/Michael_Jackson,Entertainment,Singles,,,,,,Michael Jackson
23,23,Baby,5.8,/wiki/Justin_Bieber,Entertainment,Singles,,,,,,Justin Bieber
24,25,All I Want for Christmas Is You,5.7,/wiki/Mariah_Carey,Entertainment,Singles,,,,,,Mariah Carey
25,26,Killing Me Softly with His Song,5.6,/wiki/Roberta_Flack,Entertainment,Singles,,,,,,Roberta Flack
26,27,Blinded by the Light,5.5,/wiki/Manfred_Mann%27s_Earth_Band,Entertainment,Singles,,,,,,Manfred Mann's Earth Band
27,27,Old Town Road,5.5,/wiki/Lil_Nas_X,Entertainment,Singles,,,,,,Lil Nas X
28,27,Layla,5.5,/wiki/Eric_Clapton,Entertainment,Singles,,,,,,Eric Clapton
29,30,Africa,5.4,/wiki/Toto_(band),Entertainment,Singles,,,,,,Toto
0,1,Minecraft,46,/wiki/Minecraft,Entertainment,Video games,,,,,,
1,2,Grand Theft Auto V,34,/wiki/Grand_Theft_Auto_V,Entertainment,Video games,,,,,,
2,3,Grand Theft Auto IV,25,/wiki/Grand_Theft_Auto_IV,Entertainment,Video games,,,,,,
3,4,Sword Art Online,21,/wiki/Sword_Art_Online,Entertainment,Video games,,,,,,
4,5,Roblox,19,/wiki/Roblox,Entertainment,Video games,,,,,,
5,5,Code Geass,19,/wiki/Code_Geass,Entertainment,Video games,,,,,,
6,7,League of Legends,17,/wiki/League_of_Legends,Entertainment,Video games,,,,,,
7,8,Cyberpunk 2077,15,/wiki/Cyberpunk_2077,Entertainment,Video games,,,,,,
8,8,Red Dead Redemption 2,15,/wiki/Red_Dead_Redemption_2,Entertainment,Video games,,,,,,
9,10,The Last of Us,14,/wiki/The_Last_of_Us,Entertainment,Video games,,,,,,
10,11,Pokémon Go,13,/wiki/Pok%C3%A9mon_Go,Entertainment,Video games,,,,,,
11,12,The Witcher 3: Wild Hunt,12,/wiki/The_Witcher_3:_Wild_Hunt,Entertainment,Video games,,,,,,
12,12,Death Stranding,12,/wiki/Death_Stranding,Entertainment,Video games,,,,,,
13,12,The Last of Us Part II,12,/wiki/The_Last_of_Us_Part_II,Entertainment,Video games,,,,,,
14,15,High School DxD,11,/wiki/High_School_DxD,Entertainment,Video games,,,,,,
15,15,God of War (2018 video game),11,/wiki/God_of_War_(2018_video_game),Entertainment,Video games,,,,,,
16,17,Horizon Zero Dawn,10,/wiki/Horizon_Zero_Dawn,Entertainment,Video games,,,,,,
17,17,Grand Theft Auto: San Andreas,10,/wiki/Grand_Theft_Auto:_San_Andreas,Entertainment,Video games,,,,,,
18,19,Fallout 4,9.5,/wiki/Fallout_4,Entertainment,Video games,,,,,,
19,19,Until Dawn,9.5,/wiki/Until_Dawn,Entertainment,Video games,,,,,,
20,21,Resident Evil 7: Biohazard,9.3,/wiki/Resident_Evil_7:_Biohazard,Entertainment,Video games,,,,,,
21,22,Red Dead Redemption,9.1,/wiki/Red_Dead_Redemption,Entertainment,Video games,,,,,,
22,23,Batman: Arkham Knight,8.9,/wiki/Batman:_Arkham_Knight,Entertainment,Video games,,,,,,
23,24,The Legend of Zelda: Breath of the Wild,8.6,/wiki/The_Legend_of_Zelda:_Breath_of_the_Wild,Entertainment,Video games,,,,,,
24,25,World of Warcraft,8.5,/wiki/World_of_Warcraft,Entertainment,Video games,,,,,,
25,26,The Elder Scrolls V: Skyrim,8.4,/wiki/The_Elder_Scrolls_V:_Skyrim,Entertainment,Video games,,,,,,
26,27,Among Us,8.3,/wiki/Among_Us,Entertainment,Video games,,,,,,
27,27,Persona 5,8.3,/wiki/Persona_5,Entertainment,Video games,,,,,,
28,29,Final Fantasy XV,8.1,/wiki/Final_Fantasy_XV,Entertainment,Video games,,,,,,
29,29,No Man's Sky,8.1,/wiki/No_Man%27s_Sky,Entertainment,Video games,,,,,,
30,29,Metal Gear Solid V: The Phantom Pain,8.1,/wiki/Metal_Gear_Solid_V:_The_Phantom_Pain,Entertainment,Video games,,,,,,
0,1,Harry Potter,90,/wiki/Harry_Potter,Entertainment,Books and book series,,,,,,
1,2,A Song of Ice and Fire,56,/wiki/A_Song_of_Ice_and_Fire,Entertainment,Books and book series,,,,,,
2,3,Fifty Shades of Grey,52,/wiki/Fifty_Shades_of_Grey,Entertainment,Books and book series,,,,,,
3,4,The Hunger Games,51,/wiki/The_Hunger_Games,Entertainment,Books and book series,,,,,,
4,5,The Great Gatsby,38,/wiki/The_Great_Gatsby,Entertainment,Books and book series,,,,,,
5,5,Nineteen Eighty-Four,38,/wiki/Nineteen_Eighty-Four,Entertainment,Books and book series,,,,,,
6,7,The Lord of the Rings,37,/wiki/The_Lord_of_the_Rings,Entertainment,Books and book series,,,,,,
7,8,A Game of Thrones,29,/wiki/A_Game_of_Thrones,Entertainment,Books and book series,,,,,,
8,8,Kama Sutra,29,/wiki/Kama_Sutra,Entertainment,Books and book series,,,,,,
9,8,The Handmaid's Tale,29,/wiki/The_Handmaid%27s_Tale,Entertainment,Books and book series,,,,,,
10,8,To Kill a Mockingbird,29,/wiki/To_Kill_a_Mockingbird,Entertainment,Books and book series,,,,,,
11,12,Magna Carta,27,/wiki/Magna_Carta,Entertainment,Books and book series,,,,,,
12,12,Les Misérables,27,/wiki/Les_Mis%C3%A9rables,Entertainment,Books and book series,,,,,,
13,14,Alice's Adventures in Wonderland,26,/wiki/Alice%27s_Adventures_in_Wonderland,Entertainment,Books and book series,,,,,,
14,14,Pride and Prejudice,26,/wiki/Pride_and_Prejudice,Entertainment,Books and book series,,,,,,
15,14,The Winds of Winter,26,/wiki/The_Winds_of_Winter,Entertainment,Books and book series,,,,,,
16,17,Watchmen,25,/wiki/Watchmen,Entertainment,Books and book series,,,,,,
17,17,Inferno,25,/wiki/Inferno_(Dante),Entertainment,Books and book series,,,,,,
18,19,The Catcher in the Rye,24,/wiki/The_Catcher_in_the_Rye,Entertainment,Books and book series,,,,,,
19,20,Lolita,23,/wiki/Lolita,Entertainment,Books and book series,,,,,,
20,20,Dune,23,/wiki/Dune_(novel),Entertainment,Books and book series,,,,,,
21,20,Harry Potter and the Deathly Hallows,23,/wiki/Harry_Potter_and_the_Deathly_Hallows,Entertainment,Books and book series,,,,,,
22,23,Animal Farm,22,/wiki/Animal_Farm,Entertainment,Books and book series,,,,,,
23,23,Frankenstein,22,/wiki/Frankenstein,Entertainment,Books and book series,,,,,,
24,23,The Girl with the Dragon Tattoo,22,/wiki/The_Girl_with_the_Dragon_Tattoo,Entertainment,Books and book series,,,,,,
25,23,Brave New World,22,/wiki/Brave_New_World,Entertainment,Books and book series,,,,,,
26,27,Don Quixote,21,/wiki/Don_Quixote,Entertainment,Books and book series,,,,,,
27,27,The Hobbit,21,/wiki/The_Hobbit,Entertainment,Books and book series,,,,,,
28,27,The Picture of Dorian Gray,21,/wiki/The_Picture_of_Dorian_Gray,Entertainment,Books and book series,,,,,,
29,30,Bible[48],20,/wiki/Bible,Entertainment,Books and book series,,,,,,
30,30,Dracula,20,/wiki/Dracula,Entertainment,Books and book series,,,,,,
31,30,It,20,/wiki/It_(novel),Entertainment,Books and book series,,,,,,
0,1,Mein Kampf,21,/wiki/Mein_Kampf,Entertainment,Science books,,,,,,
1,2,The Art of War,13,/wiki/The_Art_of_War,Entertainment,Science books,,,,,,
2,3,The Prince,8.9,/wiki/The_Prince,Entertainment,Science books,,,,,,
3,4,The Communist Manifesto,8.2,/wiki/The_Communist_Manifesto,Entertainment,Science books,,,,,,
4,5,The 48 Laws of Power,7.5,/wiki/The_48_Laws_of_Power,Entertainment,Science books,,,,,,
5,6,How to Win Friends and Influence People,7.3,/wiki/How_to_Win_Friends_and_Influence_People,Entertainment,Science books,,,,,,
6,7,On the Origin of Species,6.5,/wiki/On_the_Origin_of_Species,Entertainment,Science books,,,,,,
7,8,Leviathan[49],6.0,/wiki/Leviathan_(Hobbes_book),Entertainment,Science books,,,,,,
8,9,The Wealth of Nations,5.9,/wiki/The_Wealth_of_Nations,Entertainment,Science books,,,,,,
9,10,Rich Dad Poor Dad,5.4,/wiki/Rich_Dad_Poor_Dad,Entertainment,Science books,,,,,,
10,11,The 7 Habits of Highly Effective People,5.3,/wiki/The_7_Habits_of_Highly_Effective_People,Entertainment,Science books,,,,,,
11,12,Design Patterns,5.1,/wiki/Design_Patterns,Entertainment,Science books,,,,,,
12,13,Getting Things Done,5.0,/wiki/Getting_Things_Done,Entertainment,Science books,,,,,,
13,14,Outliers,4.9,/wiki/Outliers_(book),Entertainment,Science books,,,,,,
14,14,A Brief History of Time,4.9,/wiki/A_Brief_History_of_Time,Entertainment,Science books,,,,,,
15,14,The Bell Curve,4.9,/wiki/The_Bell_Curve,Entertainment,Science books,,,,,,
16,17,"Guns, Germs, and Steel",4.5,"/wiki/Guns,_Germs,_and_Steel",Entertainment,Science books,,,,,,
17,18,The Big Short,4.4,/wiki/The_Big_Short,Entertainment,Science books,,,,,,
18,19,Gray's Anatomy,4.2,/wiki/Gray%27s_Anatomy,Entertainment,Science books,,,,,,
19,19,Silent Spring,4.2,/wiki/Silent_Spring,Entertainment,Science books,,,,,,
20,21,Sapiens: A Brief History of Humankind,4.0,/wiki/Sapiens:_A_Brief_History_of_Humankind,Entertainment,Science books,,,,,,
21,22,Freakonomics,3.9,/wiki/Freakonomics,Entertainment,Science books,,,,,,
22,23,Blue Ocean Strategy,3.8,/wiki/Blue_Ocean_Strategy,Entertainment,Science books,,,,,,
23,24,The Tipping Point,3.6,/wiki/The_Tipping_Point,Entertainment,Science books,,,,,,
24,25,Journey to the Center of the Earth,3.5,/wiki/Journey_to_the_Center_of_the_Earth,Entertainment,Science books,,,,,,
25,25,Das Kapital,3.5,/wiki/Das_Kapital,Entertainment,Science books,,,,,,
26,27,"Men Are from Mars, Women Are from Venus",3.4,"/wiki/Men_Are_from_Mars,_Women_Are_from_Venus",Entertainment,Science books,,,,,,
27,28,Think and Grow Rich,3.3,/wiki/Think_and_Grow_Rich,Entertainment,Science books,,,,,,
28,29,Guerrilla marketing,3.2,/wiki/Guerrilla_marketing,Entertainment,Science books,,,,,,
29,29,The World Is Flat,3.2,/wiki/The_World_Is_Flat,Entertainment,Science books,,,,,,
30,29,Who Moved My Cheese?,3.2,/wiki/Who_Moved_My_Cheese%3F,Entertainment,Science books,,,,,,
31,29,Foundations of Geopolitics,3.2,/wiki/Foundations_of_Geopolitics,Entertainment,Science books,,,,,,
32,29,Clash of Civilizations,3.2,/wiki/Clash_of_Civilizations,Entertainment,Science books,,,,,,
0,1,Kama Sutra,29,/wiki/Kama_Sutra,Entertainment,Pre-modern books and texts,,,,,,
1,2,Magna Carta,27,/wiki/Magna_Carta,Entertainment,Pre-modern books and texts,,,,,,
2,3,Inferno (Dante),25,/wiki/Inferno_(Dante),Entertainment,Pre-modern books and texts,,,,,,
3,4,Bible[a],20,/wiki/Bible,Entertainment,Pre-modern books and texts,,,,,,
4,5,Quran,19,/wiki/Quran,Entertainment,Pre-modern books and texts,,,,,,
5,5,Odyssey,19,/wiki/Odyssey,Entertainment,Pre-modern books and texts,,,,,,
6,7,Beowulf,18,/wiki/Beowulf,Entertainment,Pre-modern books and texts,,,,,,
7,7,Rosetta Stone,18,/wiki/Rosetta_Stone,Entertainment,Pre-modern books and texts,,,,,,
8,7,Mahabharata,18,/wiki/Mahabharata,Entertainment,Pre-modern books and texts,,,,,,
9,10,Divine Comedy,16,/wiki/Divine_Comedy,Entertainment,Pre-modern books and texts,,,,,,
10,10,Iliad,16,/wiki/Iliad,Entertainment,Pre-modern books and texts,,,,,,
11,12,Ramayana,14,/wiki/Ramayana,Entertainment,Pre-modern books and texts,,,,,,
12,13,The Art of War,13,/wiki/The_Art_of_War,Entertainment,Pre-modern books and texts,,,,,,
13,13,Epic of Gilgamesh,13,/wiki/Epic_of_Gilgamesh,Entertainment,Pre-modern books and texts,,,,,,
14,15,Vedas,12,/wiki/Vedas,Entertainment,Pre-modern books and texts,,,,,,
15,15,The Canterbury Tales,12,/wiki/The_Canterbury_Tales,Entertainment,Pre-modern books and texts,,,,,,
16,17,One Thousand and One Nights,11,/wiki/One_Thousand_and_One_Nights,Entertainment,Pre-modern books and texts,,,,,,
17,18,Talmud,10,/wiki/Talmud,Entertainment,Pre-modern books and texts,,,,,,
18,18,Code of Hammurabi,10,/wiki/Code_of_Hammurabi,Entertainment,Pre-modern books and texts,,,,,,
19,[b],Book of Revelation,8.4,/wiki/Book_of_Revelation,Entertainment,Pre-modern books and texts,,,,,,
20,20,Oedipus the King,7.6,/wiki/Oedipus_the_King,Entertainment,Pre-modern books and texts,,,,,,
21,21,I Ching,7.5,/wiki/I_Ching,Entertainment,Pre-modern books and texts,,,,,,
22,22,Aeneid,6.7,/wiki/Aeneid,Entertainment,Pre-modern books and texts,,,,,,
23,22,Rigveda,6.7,/wiki/Rigveda,Entertainment,Pre-modern books and texts,,,,,,
24,24,Voynich manuscript[c],6.4,/wiki/Voynich_manuscript,Entertainment,Pre-modern books and texts,,,,,,
25,25,Book of the Dead,6.3,/wiki/Book_of_the_Dead,Entertainment,Pre-modern books and texts,,,,,,
26,26,Domesday Book,6.2,/wiki/Domesday_Book,Entertainment,Pre-modern books and texts,,,,,,
27,[b],Book of Job,6.1,/wiki/Book_of_Job,Entertainment,Pre-modern books and texts,,,,,,
28,[b],Book of Kells,6.0,/wiki/Book_of_Kells,Entertainment,Pre-modern books and texts,,,,,,
29,27,Tao Te Ching,5.9,/wiki/Tao_Te_Ching,Entertainment,Pre-modern books and texts,,,,,,
30,28,Upanishads,5.7,/wiki/Upanishads,Entertainment,Pre-modern books and texts,,,,,,
31,[b],Book of Genesis[c],5.2,/wiki/Book_of_Genesis,Entertainment,Pre-modern books and texts,,,,,,
32,29,Cupid and Psyche,4.7,/wiki/Cupid_and_Psyche,Entertainment,Pre-modern books and texts,,,,,,
33,[b],Acts of the Apostles,4.1,/wiki/Acts_of_the_Apostles,Entertainment,Pre-modern books and texts,,,,,,
34,30,The Decameron,4.0,/wiki/The_Decameron,Entertainment,Pre-modern books and texts,,,,,,
0,1,Darth Vader,93,/wiki/Darth_Vader,Entertainment,Legendary Creatures,,,,,,
1,2,Batman,58,/wiki/Batman,Entertainment,Legendary Creatures,,,,,,
2,3,Spider-Man,44,/wiki/Spider-Man,Entertainment,Legendary Creatures,,,,,,
3,4,Deadpool,40,/wiki/Deadpool,Entertainment,Legendary Creatures,,,,,,
4,5,Iron Man,35,/wiki/Iron_Man,Entertainment,Legendary Creatures,,,,,,
5,6,Captain America,34,/wiki/Captain_America,Entertainment,Legendary Creatures,,,,,,
6,7,Harley Quinn,28,/wiki/Harley_Quinn,Entertainment,Legendary Creatures,,,,,,
7,8,Santa Claus,27,/wiki/Santa_Claus,Entertainment,Legendary Creatures,,,,,,
8,9,God,25,/wiki/God,Entertainment,Legendary Creatures,,,,,,
9,10,Vampire,24,/wiki/Vampire,Entertainment,Legendary Creatures,,,,,,
10,10,Cthulhu,24,/wiki/Cthulhu,Entertainment,Legendary Creatures,,,,,,
11,10,Prometheus,24,/wiki/Prometheus,Entertainment,Legendary Creatures,,,,,,
12,10,Apollo,24,/wiki/Apollo,Entertainment,Legendary Creatures,,,,,,
13,10,Thanos,24,/wiki/Thanos,Entertainment,Legendary Creatures,,,,,,
14,10,Krishna,24,/wiki/Krishna,Entertainment,Legendary Creatures,,,,,,
15,10,Mickey Mouse,24,/wiki/Mickey_Mouse,Entertainment,Legendary Creatures,,,,,,
16,17,Jessica Jones,22,/wiki/Jessica_Jones,Entertainment,Legendary Creatures,,,,,,
17,17,Frankenstein,22,/wiki/Frankenstein,Entertainment,Legendary Creatures,,,,,,
18,17,Doctor Strange,22,/wiki/Doctor_Strange,Entertainment,Legendary Creatures,,,,,,
19,17,Satan,22,/wiki/Satan,Entertainment,Legendary Creatures,,,,,,
20,21,Mario,21,/wiki/Mario,Entertainment,Legendary Creatures,,,,,,
21,22,Thor,20,/wiki/Thor,Entertainment,Legendary Creatures,,,,,,
22,22,Dragon,20,/wiki/Dragon,Entertainment,Legendary Creatures,,,,,,
23,22,Flying Spaghetti Monster,20,/wiki/Flying_Spaghetti_Monster,Entertainment,Legendary Creatures,,,,,,
24,22,Godzilla,20,/wiki/Godzilla,Entertainment,Legendary Creatures,,,,,,
25,26,Lord Voldemort,19,/wiki/Lord_Voldemort,Entertainment,Legendary Creatures,,,,,,
26,26,Chupacabra,19,/wiki/Chupacabra,Entertainment,Legendary Creatures,,,,,,
27,26,Albus Dumbledore,19,/wiki/Albus_Dumbledore,Entertainment,Legendary Creatures,,,,,,
28,29,Luke Cage,18,/wiki/Luke_Cage,Entertainment,Legendary Creatures,,,,,,
29,30,Isis,17,/wiki/Isis,Entertainment,Legendary Creatures,,,,,,
30,30,Doppelgänger,17,/wiki/Doppelg%C3%A4nger,Entertainment,Legendary Creatures,,,,,,
31,30,Carol Danvers,17,/wiki/Carol_Danvers,Entertainment,Legendary Creatures,,,,,,
32,30,Wonder Woman,17,/wiki/Wonder_Woman,Entertainment,Legendary Creatures,,,,,,
0,1,World War II,145,/wiki/World_War_II,Events,,,,,,,
1,2,World War I,121,/wiki/World_War_I,Events,,,,,,,
2,3,September 11 attacks,94,/wiki/September_11_attacks,Events,,,,,,,
3,4,COVID-19 pandemic,87,/wiki/COVID-19_pandemic,Events,,,,,,,
4,4,Chernobyl disaster,85,/wiki/Chernobyl_disaster,Events,,,,,,,
5,6,Vietnam War,82,/wiki/Vietnam_War,Events,,,,,,,
6,7,Titanic,80,/wiki/Titanic,Events,,,,,,,
7,8,American Civil War,71,/wiki/American_Civil_War,Events,,,,,,,
8,9,2018 FIFA World Cup,66,/wiki/2018_FIFA_World_Cup,Events,,,,,,,
9,10,2022 FIFA World Cup,55,/wiki/2022_FIFA_World_Cup,Events,,,,,,,
10,11,Atomic bombings of Hiroshima and Nagasaki,54,/wiki/Atomic_bombings_of_Hiroshima_and_Nagasaki,Events,,,,,,,
11,12,2022 Russian invasion of Ukraine,50,/wiki/2022_Russian_invasion_of_Ukraine,Events,,,,,,,
12,12,Cold War,49,/wiki/Cold_War,Events,,,,,,,
13,14,Black Death,48,/wiki/Black_Death,Events,,,,,,,
14,15,The Holocaust,47,/wiki/The_Holocaust,Events,,,,,,,
15,16,Attack on Pearl Harbor,46,/wiki/Attack_on_Pearl_Harbor,Events,,,,,,,
16,17,Korean War,45,/wiki/Korean_War,Events,,,,,,,
17,18,2020 United States presidential election,44,/wiki/2020_United_States_presidential_election,Events,,,,,,,
18,18,2014 FIFA World Cup,44,/wiki/2014_FIFA_World_Cup,Events,,,,,,,
19,20,Columbine High School massacre,41,/wiki/Columbine_High_School_massacre,Events,,,,,,,
20,21,French Revolution,39,/wiki/French_Revolution,Events,,,,,,,
21,22,Great Depression,38,/wiki/Great_Depression,Events,,,,,,,
22,23,2020 Summer Olympics,36,/wiki/2020_Summer_Olympics,Events,,,,,,,
23,24,2010 FIFA World Cup,35,/wiki/2010_FIFA_World_Cup,Events,,,,,,,
24,25,Industrial Revolution,34,/wiki/Industrial_Revolution,Events,,,,,,,
25,25,2016 Summer Olympics,34,/wiki/2016_Summer_Olympics,Events,,,,,,,
26,25,Hurricane Katrina,34,/wiki/Hurricane_Katrina,Events,,,,,,,
27,28,American Revolutionary War,33,/wiki/American_Revolutionary_War,Events,,,,,,,
28,29,2016 United States presidential election,32,/wiki/2016_United_States_presidential_election,Events,,,,,,,
29,30,UEFA Euro 2020,31,/wiki/UEFA_Euro_2020,Events,,,,,,,
30,30,Syrian civil war,31,/wiki/Syrian_civil_war,Events,,,,,,,
31,32,2012 Summer Olympics,30,/wiki/2012_Summer_Olympics,Events,,,,,,,
32,32,Normandy landings,30,/wiki/Normandy_landings,Events,,,,,,,
33,32,Gulf War,30,/wiki/Gulf_War,Events,,,,,,,
34,35,Iraq War,29,/wiki/Iraq_War,Events,,,,,,,
35,35,Spanish flu,29,/wiki/Spanish_flu,Events,,,,,,,
36,35,Big Bang,29,/wiki/Big_Bang,Events,,,,,,,
0,1,Presidents of the United States,104,/wiki/List_of_presidents_of_the_United_States,Lists,,,,,,,
1,2,Highest-grossing films,101,/wiki/List_of_highest-grossing_films,Lists,,,,,,,
2,3,Marvel Cinematic Universe films,95,/wiki/List_of_Marvel_Cinematic_Universe_films,Lists,,,,,,,
3,4,Game of Thrones episodes,61,/wiki/List_of_Game_of_Thrones_episodes,Lists,,,,,,,
4,5,Super Bowl champions,60,/wiki/List_of_Super_Bowl_champions,Lists,,,,,,,
5,6, Countries by GDP (nominal),59,/wiki/List_of_countries_by_GDP_(nominal),Lists,,,,,,,
6,7,United States cities by population,57,/wiki/List_of_United_States_cities_by_population,Lists,,,,,,,
7,8,The Big Bang Theory episodes,54,/wiki/List_of_The_Big_Bang_Theory_episodes,Lists,,,,,,,
8,9,UFC events,51,/wiki/List_of_UFC_events,Lists,,,,,,,
9,9,Doctor Who serials,51,/wiki/List_of_Doctor_Who_serials,Lists,,,,,,,
10,11,Highest-grossing Indian films,47,/wiki/List_of_highest-grossing_Indian_films,Lists,,,,,,,
11,12,How I Met Your Mother episodes,46,/wiki/List_of_How_I_Met_Your_Mother_episodes,Lists,,,,,,,
12,12,Running Man episodes,45,/wiki/List_of_Running_Man_episodes,Lists,,,,,,,
13,14,Family Guy episodes,44,/wiki/List_of_Family_Guy_episodes,Lists,,,,,,,
14,14,South Park episodes,44,/wiki/List_of_South_Park_episodes,Lists,,,,,,,
15,14,The Walking Dead episodes,44,/wiki/List_of_The_Walking_Dead_episodes,Lists,,,,,,,
16,17,Top Gear episodes,40,/wiki/List_of_Top_Gear_episodes,Lists,,,,,,,
17,17,Glee episodes,40,/wiki/List_of_Glee_episodes,Lists,,,,,,,
18,19,Countries by GDP (PPP) per capita,39,/wiki/List_of_countries_by_GDP_(PPP)_per_capita,Lists,,,,,,,
19,20,Arrow episodes,38,/wiki/List_of_Arrow_episodes,Lists,,,,,,,
20,21,TCP and UDP port numbers,37,/wiki/List_of_TCP_and_UDP_port_numbers,Lists,,,,,,,
21,22,James Bond films,36,/wiki/List_of_James_Bond_films,Lists,,,,,,,
22,23,HTTP status codes,35,/wiki/List_of_HTTP_status_codes,Lists,,,,,,,
23,23,Steven Universe episodes,35,/wiki/List_of_Steven_Universe_episodes,Lists,,,,,,,
24,25,Walt Disney Pictures films,34,/wiki/List_of_Walt_Disney_Pictures_films,Lists,,,,,,,
25,26,States and territories of the United States,33,/wiki/List_of_states_and_territories_of_the_United_States,Lists,,,,,,,
26,27,Suits episodes,32,/wiki/List_of_Suits_episodes,Lists,,,,,,,
27,28,NBA champions,30,/wiki/List_of_NBA_champions,Lists,,,,,,,
28,28,Pornographic actresses by decade,30,/wiki/List_of_pornographic_actresses_by_decade,Lists,,,,,,,
29,30,Best-selling music artists,29,/wiki/List_of_best-selling_music_artists,Lists,,,,,,,
