title,href,views_mn,group,subgroup,rank
7 World Trade Center,/wiki/7_World_Trade_Center,8.1,Civilization,Buildings and structures,66
Al-Aqsa Mosque,/wiki/Al-Aqsa_Mosque,8.1,Civilization,Buildings and structures,66
Göbekli Tepe [b],/wiki/G%C3%B6bekli_Tepe,7.9,Civilization,Buildings and structures,68
Moai,/wiki/Moai,7.8,Civilization,Buildings and structures,69
Chichen Itza [b],/wiki/Chichen_Itza,7.5,Civilization,Buildings and structures,70
Epcot,/wiki/Epcot,7.4,Civilization,Buildings and structures,71
Petronas Towers,/wiki/Petronas_Towers,7.4,Civilization,Buildings and structures,71
Hoover Dam,/wiki/Hoover_Dam,7.2,Civilization,Buildings and structures,73
Terracotta Army,/wiki/Terracotta_Army,7.0,Civilization,Buildings and structures,74
Tower of London,/wiki/Tower_of_London,7.0,Civilization,Buildings and structures,74
Red Fort,/wiki/Red_Fort,6.9,Civilization,Buildings and structures,76
Delhi Metro,/wiki/Delhi_Metro,6.9,Civilization,Buildings and structures,76
Jeddah Tower,/wiki/Jeddah_Tower,6.8,Civilization,Buildings and structures,78
Louvre,/wiki/Louvre,6.8,Civilization,Buildings and structures,78
St. Peter's Basilica,/wiki/St._Peter%27s_Basilica,6.8,Civilization,Buildings and structures,78
Balmoral Castle,/wiki/Balmoral_Castle,6.7,Civilization,Buildings and structures,81
British Museum,/wiki/British_Museum,6.7,Civilization,Buildings and structures,81
Brandenburg Gate,/wiki/Brandenburg_Gate,6.7,Civilization,Buildings and structures,81
Neuschwanstein Castle,/wiki/Neuschwanstein_Castle,6.6,Civilization,Buildings and structures,84
Indira Gandhi International Airport,/wiki/Indira_Gandhi_International_Airport,6.5,Civilization,Buildings and structures,85
Hadrian's Wall,/wiki/Hadrian%27s_Wall,6.4,Civilization,Buildings and structures,86
Erie Canal,/wiki/Erie_Canal,6.3,Civilization,Buildings and structures,87
Persepolis [b],/wiki/Persepolis,6.3,Civilization,Buildings and structures,87
United States Capitol,/wiki/United_States_Capitol,6.3,Civilization,Buildings and structures,87
Washington Monument,/wiki/Washington_Monument,6.2,Civilization,Buildings and structures,90
Gateway of India,/wiki/Gateway_of_India,6.2,Civilization,Buildings and structures,90
Qutb Minar,/wiki/Qutb_Minar,5.9,Civilization,Buildings and structures,92
Alhambra,/wiki/Alhambra,5.9,Civilization,Buildings and structures,92
India Gate,/wiki/India_Gate,5.9,Civilization,Buildings and structures,92
London Underground,/wiki/London_Underground,5.9,Civilization,Buildings and structures,92
Three Gorges Dam,/wiki/Three_Gorges_Dam,5.8,Civilization,Buildings and structures,96
Heathrow Airport,/wiki/Heathrow_Airport,5.8,Civilization,Buildings and structures,96
United States Military Academy,/wiki/United_States_Military_Academy,5.8,Civilization,Buildings and structures,96
MetLife Stadium,/wiki/MetLife_Stadium,5.8,Civilization,Buildings and structures,96
Rikers Island prison,/wiki/Rikers_Island_prison,5.7,Civilization,Buildings and structures,100
Mausoleum at Halicarnassus,/wiki/Mausoleum_at_Halicarnassus,5.7,Civilization,Buildings and structures,100
Führerbunker,/wiki/F%C3%BChrerbunker,5.7,Civilization,Buildings and structures,100
Alcatraz Federal Penitentiary,/wiki/Alcatraz_Federal_Penitentiary,5.7,Civilization,Buildings and structures,100
Borobudur,/wiki/Borobudur,5.7,Civilization,Buildings and structures,100
Hampi,/wiki/Hampi,5.7,Civilization,Buildings and structures,100
Konark Sun Temple,/wiki/Konark_Sun_Temple,5.7,Civilization,Buildings and structures,100
Donald Trump,/wiki/Donald_Trump,243,People,,1
Elizabeth II,/wiki/Elizabeth_II,198,People,,2
Barack Obama,/wiki/Barack_Obama,163,People,,3
Cristiano Ronaldo,/wiki/Cristiano_Ronaldo,151,People,,4
Michael Jackson,/wiki/Michael_Jackson,141,People,,5
Elon Musk,/wiki/Elon_Musk,135,People,,6
Lady Gaga,/wiki/Lady_Gaga,129,People,,7
Adolf Hitler,/wiki/Adolf_Hitler,129,People,,7
Eminem,/wiki/Eminem,127,People,,9
Lionel Messi,/wiki/Lionel_Messi,125,People,,10
Justin Bieber,/wiki/Justin_Bieber,114,People,,11
Freddie Mercury,/wiki/Freddie_Mercury,113,People,,12
Kim Kardashian,/wiki/Kim_Kardashian,111,People,,13
Johnny Depp,/wiki/Johnny_Depp,109,People,,14
Steve Jobs,/wiki/Steve_Jobs,108,People,,15
Dwayne Johnson,/wiki/Dwayne_Johnson,108,People,,15
Michael Jordan,/wiki/Michael_Jordan,107,People,,17
Taylor Swift,/wiki/Taylor_Swift,102,People,,18
Stephen Hawking,/wiki/Stephen_Hawking,101,People,,19
Kanye West,/wiki/Kanye_West,96,People,,20
Abraham Lincoln,/wiki/Abraham_Lincoln,95,People,,21
LeBron James,/wiki/LeBron_James,94,People,,22
Charles III[23],/wiki/Charles_III,88,People,,22
Miley Cyrus,/wiki/Miley_Cyrus,94,People,,22
Leonardo DiCaprio,/wiki/Leonardo_DiCaprio,93,People,,25
Selena Gomez,/wiki/Selena_Gomez,92,People,,26
Kobe Bryant,/wiki/Kobe_Bryant,92,People,,26
Joe Biden,/wiki/Joe_Biden,91,People,,28
Tom Cruise,/wiki/Tom_Cruise,91,People,,28
Albert Einstein,/wiki/Albert_Einstein,91,People,,28
Rihanna,/wiki/Rihanna,91,People,,28
"Prince Philip, Duke of Edinburgh","/wiki/Prince_Philip,_Duke_of_Edinburgh",90,People,,32
Elvis Presley,/wiki/Elvis_Presley,90,People,,32
Lil Wayne,/wiki/Lil_Wayne,89,People,,34
Scarlett Johansson,/wiki/Scarlett_Johansson,89,People,,34
Tupac Shakur,/wiki/Tupac_Shakur,89,People,,34
Angelina Jolie,/wiki/Angelina_Jolie,89,People,,34
Queen Victoria,/wiki/Queen_Victoria,88,People,,38
Jeffrey Dahmer,/wiki/Jeffrey_Dahmer,88,People,,38
John F. Kennedy,/wiki/John_F._Kennedy,87,People,,40
"Diana, Princess of Wales","/wiki/Diana,_Princess_of_Wales",86,People,,41
Marilyn Monroe,/wiki/Marilyn_Monroe,86,People,,41
Keanu Reeves,/wiki/Keanu_Reeves,85,People,,43
Ariana Grande,/wiki/Ariana_Grande,85,People,,43
Arnold Schwarzenegger,/wiki/Arnold_Schwarzenegger,85,People,,43
Jennifer Aniston,/wiki/Jennifer_Aniston,84,People,,46
"Meghan, Duchess of Sussex","/wiki/Meghan,_Duchess_of_Sussex",83,People,,47
Muhammad Ali,/wiki/Muhammad_Ali,83,People,,47
Will Smith ,/wiki/Will_Smith,83,People,,47
Mark Zuckerberg,/wiki/Mark_Zuckerberg,82,People,,50
Ted Bundy,/wiki/Ted_Bundy,82,People,,50
Pablo Escobar,/wiki/Pablo_Escobar,82,People,,50
Mila Kunis,/wiki/Mila_Kunis,82,People,,50
William Shakespeare,/wiki/William_Shakespeare,81,People,,54
Tom Brady,/wiki/Tom_Brady,80,People,,55
Jay-Z[34],/wiki/Jay-Z,80,People,,55
Bill Gates,/wiki/Bill_Gates,80,People,,55
Winston Churchill,/wiki/Winston_Churchill,78,People,,58
Nicki Minaj,/wiki/Nicki_Minaj,78,People,,58
Bruce Lee,/wiki/Bruce_Lee,78,People,,58
"Princess Margaret, Countess of Snowdon","/wiki/Princess_Margaret,_Countess_of_Snowdon",77,People,,61
Ryan Reynolds,/wiki/Ryan_Reynolds,77,People,,61
Brad Pitt,/wiki/Brad_Pitt,77,People,,61
John Cena,/wiki/John_Cena,77,People,,61
Charles Manson,/wiki/Charles_Manson,77,People,,61
Vladimir Putin,/wiki/Vladimir_Putin,77,People,,61
Clint Eastwood,/wiki/Clint_Eastwood,76,People,,67
Madonna,/wiki/Madonna,76,People,,67
Jennifer Lopez,/wiki/Jennifer_Lopez,75,People,,69
Katy Perry,/wiki/Katy_Perry,75,People,,69
George VI,/wiki/George_VI,74,People,,71
Heath Ledger,/wiki/Heath_Ledger,74,People,,71
Britney Spears,/wiki/Britney_Spears,74,People,,71
Sylvester Stallone,/wiki/Sylvester_Stallone,73,People,,74
Adele[35],/wiki/Adele,73,People,,74
Prince (musician),/wiki/Prince_(musician),73,People,,74
David Bowie,/wiki/David_Bowie,73,People,,74
Ronald Reagan,/wiki/Ronald_Reagan,72,People,,78
Kamala Harris,/wiki/Kamala_Harris,71,People,,79
George W. Bush,/wiki/George_W._Bush,71,People,,79
Jennifer Lawrence,/wiki/Jennifer_Lawrence,71,People,,79
Mahatma Gandhi,/wiki/Mahatma_Gandhi,71,People,,79
Emma Watson,/wiki/Emma_Watson,69,People,,83
Robin Williams,/wiki/Robin_Williams,68,People,,84
Mark Wahlberg,/wiki/Mark_Wahlberg,68,People,,84
Henry VIII,/wiki/Henry_VIII,67,People,,86
Beyoncé,/wiki/Beyonc%C3%A9,67,People,,86
John Lennon,/wiki/John_Lennon,67,People,,86
Nelson Mandela,/wiki/Nelson_Mandela,67,People,,86
Demi Lovato,/wiki/Demi_Lovato,66,People,,90
Megan Fox,/wiki/Megan_Fox,66,People,,90
Roger Federer,/wiki/Roger_Federer,66,People,,90
Tom Hardy,/wiki/Tom_Hardy,65,People,,93
Leonardo da Vinci,/wiki/Leonardo_da_Vinci,65,People,,93
Tom Hanks,/wiki/Tom_Hanks,64,People,,95
George Washington,/wiki/George_Washington,64,People,,95
Franklin D. Roosevelt,/wiki/Franklin_D._Roosevelt,64,People,,95
Mike Tyson,/wiki/Mike_Tyson,64,People,,95
Lali Espósito,/wiki/Lali_Esp%C3%B3sito,64,People,,95
Bob Marley,/wiki/Bob_Marley,63,People,,100
Bill Clinton,/wiki/Bill_Clinton,63,People,,100
The Undertaker,/wiki/The_Undertaker,63,People,,100
Mariah Carey,/wiki/Mariah_Carey,63,People,,100
Kristen Stewart,/wiki/Kristen_Stewart,63,People,,100
Natalie Portman,/wiki/Natalie_Portman,63,People,,100
Snoop Dogg,/wiki/Snoop_Dogg,63,People,,100
Michael Jackson,/wiki/Michael_Jackson,141,People,Singers,1
Lady Gaga,/wiki/Lady_Gaga,129,People,Singers,2
Eminem,/wiki/Eminem,127,People,Singers,3
Justin Bieber,/wiki/Justin_Bieber,114,People,Singers,4
Freddie Mercury,/wiki/Freddie_Mercury,113,People,Singers,5
Taylor Swift,/wiki/Taylor_Swift,102,People,Singers,6
Kanye West,/wiki/Kanye_West,96,People,Singers,7
Miley Cyrus,/wiki/Miley_Cyrus,94,People,Singers,8
Selena Gomez,/wiki/Selena_Gomez,92,People,Singers,9
Rihanna,/wiki/Rihanna,91,People,Singers,10
Elvis Presley,/wiki/Elvis_Presley,90,People,Singers,11
Lil Wayne,/wiki/Lil_Wayne,89,People,Singers,12
Tupac Shakur,/wiki/Tupac_Shakur,89,People,Singers,12
Ariana Grande,/wiki/Ariana_Grande,85,People,Singers,14
Jay-Z[27],/wiki/Jay-Z,80,People,Singers,15
Nicki Minaj,/wiki/Nicki_Minaj,78,People,Singers,16
Madonna,/wiki/Madonna,76,People,Singers,17
Katy Perry,/wiki/Katy_Perry,75,People,Singers,18
Jennifer Lopez,/wiki/Jennifer_Lopez,75,People,Singers,18
Britney Spears,/wiki/Britney_Spears,74,People,Singers,20
Adele[35],/wiki/Adele,73,People,Singers,21
David Bowie,/wiki/David_Bowie,73,People,Singers,21
Prince,/wiki/Prince_(musician),72,People,Singers,23
Beyoncé,/wiki/Beyonc%C3%A9,67,People,Singers,24
John Lennon,/wiki/John_Lennon,67,People,Singers,24
Demi Lovato,/wiki/Demi_Lovato,66,People,Singers,26
Lali Espósito,/wiki/Lali_Esp%C3%B3sito,64,People,Singers,27
Bob Marley,/wiki/Bob_Marley,63,People,Singers,28
Mariah Carey,/wiki/Mariah_Carey,63,People,Singers,28
Snoop Dogg,/wiki/Snoop_Dogg,63,People,Singers,28
Kim Kardashian,/wiki/Kim_Kardashian,111,People,Actors,1
Johnny Depp,/wiki/Johnny_Depp,109,People,Actors,2
Dwayne Johnson,/wiki/Dwayne_Johnson,108,People,Actors,3
Leonardo DiCaprio,/wiki/Leonardo_DiCaprio,93,People,Actors,4
Tom Cruise,/wiki/Tom_Cruise,91,People,Actors,5
Angelina Jolie,/wiki/Angelina_Jolie,89,People,Actors,6
Scarlett Johansson,/wiki/Scarlett_Johansson,89,People,Actors,6
Marilyn Monroe,/wiki/Marilyn_Monroe,86,People,Actors,8
Keanu Reeves,/wiki/Keanu_Reeves,85,People,Actors,9
Arnold Schwarzenegger,/wiki/Arnold_Schwarzenegger,85,People,Actors,9
Jennifer Aniston,/wiki/Jennifer_Aniston,84,People,Actors,11
Meghan Markle,/wiki/Meghan_Markle,83,People,Actors,12
Will Smith,/wiki/Will_Smith,83,People,Actors,12
Mila Kunis,/wiki/Mila_Kunis,82,People,Actors,14
Bruce Lee,/wiki/Bruce_Lee,78,People,Actors,15
Brad Pitt,/wiki/Brad_Pitt,77,People,Actors,16
Ryan Reynolds,/wiki/Ryan_Reynolds,77,People,Actors,16
Clint Eastwood,/wiki/Clint_Eastwood,76,People,Actors,18
Heath Ledger,/wiki/Heath_Ledger,74,People,Actors,19
Sylvester Stallone,/wiki/Sylvester_Stallone,73,People,Actors,20
Jennifer Lawrence,/wiki/Jennifer_Lawrence,71,People,Actors,21
Emma Watson,/wiki/Emma_Watson,69,People,Actors,22
Mark Wahlberg,/wiki/Mark_Wahlberg,68,People,Actors,23
Robin Williams,/wiki/Robin_Williams,68,People,Actors,23
Megan Fox,/wiki/Megan_Fox,66,People,Actors,25
Tom Hardy,/wiki/Tom_Hardy,65,People,Actors,26
Tom Hanks,/wiki/Tom_Hanks,64,People,Actors,27
Kristen Stewart,/wiki/Kristen_Stewart,63,People,Actors,28
Natalie Portman,/wiki/Natalie_Portman,63,People,Actors,28
The Undertaker,/wiki/The_Undertaker,63,People,Actors,28
Cristiano Ronaldo,/wiki/Cristiano_Ronaldo,151,People,Athletes,1
Lionel Messi,/wiki/Lionel_Messi,125,People,Athletes,2
Michael Jordan,/wiki/Michael_Jordan,107,People,Athletes,3
LeBron James,/wiki/LeBron_James,94,People,Athletes,4
Kobe Bryant,/wiki/Kobe_Bryant,92,People,Athletes,5
Muhammad Ali,/wiki/Muhammad_Ali,83,People,Athletes,6
Tom Brady,/wiki/Tom_Brady,80,People,Athletes,7
Roger Federer,/wiki/Roger_Federer,66,People,Athletes,8
Mike Tyson,/wiki/Mike_Tyson,64,People,Athletes,9
O. J. Simpson,/wiki/O._J._Simpson,60,People,Athletes,10
Shaquille O'Neal,/wiki/Shaquille_O%27Neal,58,People,Athletes,11
Conor McGregor,/wiki/Conor_McGregor,54,People,Athletes,12
Rafael Nadal,/wiki/Rafael_Nadal,54,People,Athletes,12
Serena Williams,/wiki/Serena_Williams,51,People,Athletes,14
David Beckham,/wiki/David_Beckham,51,People,Athletes,14
Neymar,/wiki/Neymar,50,People,Athletes,16
Brock Lesnar,/wiki/Brock_Lesnar,49,People,Athletes,17
Zlatan Ibrahimovic,/wiki/Zlatan_Ibrahimovic,49,People,Athletes,17
Novak Djokovic,/wiki/Novak_Djokovic,48,People,Athletes,19
Stephen Curry,/wiki/Stephen_Curry,47,People,Athletes,20
Tiger Woods,/wiki/Tiger_Woods,47,People,Athletes,20
Manny Pacquiao,/wiki/Manny_Pacquiao,42,People,Athletes,22
Michael Phelps,/wiki/Michael_Phelps,42,People,Athletes,22
Virat Kohli,/wiki/Virat_Kohli,42,People,Athletes,22
Caitlyn Jenner,/wiki/Caitlyn_Jenner,41,People,Athletes,25
Usain Bolt,/wiki/Usain_Bolt,40,People,Athletes,26
Peyton Manning,/wiki/Peyton_Manning,40,People,Athletes,26
Sachin Tendulkar,/wiki/Sachin_Tendulkar,40,People,Athletes,26
Ronda Rousey,/wiki/Ronda_Rousey,38,People,Athletes,29
Michael Oher,/wiki/Michael_Oher,37,People,Athletes,30
Wayne Rooney,/wiki/Wayne_Rooney,37,People,Athletes,30
Ronaldinho,/wiki/Ronaldinho,37,People,Athletes,30
Ronaldo,/wiki/Ronaldo_(Brazilian_footballer),37,People,Athletes,30
Donald Trump,/wiki/Donald_Trump,243,People,Political leaders,1
Elizabeth II,/wiki/Elizabeth_II,198,People,Political leaders,2
Barack Obama,/wiki/Barack_Obama,163,People,Political leaders,3
Adolf Hitler,/wiki/Adolf_Hitler,129,People,Political leaders,4
Abraham Lincoln,/wiki/Abraham_Lincoln,95,People,Political leaders,5
Charles III[23],/wiki/Charles_III,94,People,Political leaders,6
Joe Biden,/wiki/Joe_Biden,91,People,Political leaders,7
"Prince Philip, Duke of Edinburgh","/wiki/Prince_Philip,_Duke_of_Edinburgh",90,People,Political leaders,8
Queen Victoria,/wiki/Queen_Victoria,88,People,Political leaders,9
John F. Kennedy,/wiki/John_F._Kennedy,87,People,Political leaders,10
"Diana, Princess of Wales","/wiki/Diana,_Princess_of_Wales",86,People,Political leaders,11
"Meghan, Duchess of Sussex","/wiki/Meghan,_Duchess_of_Sussex",83,People,Political leaders,12
Winston Churchill,/wiki/Winston_Churchill,78,People,Political leaders,13
Vladimir Putin,/wiki/Vladimir_Putin,77,People,Political leaders,14
"Princess Margaret, Countess of Snowdon","/wiki/Princess_Margaret,_Countess_of_Snowdon",77,People,Political leaders,14
George VI,/wiki/George_VI,74,People,Political leaders,16
Ronald Reagan,/wiki/Ronald_Reagan,72,People,Political leaders,17
Kamala Harris,/wiki/Kamala_Harris,71,People,Political leaders,18
Mahatma Gandhi,/wiki/Mahatma_Gandhi,71,People,Political leaders,18
George W. Bush,/wiki/George_W._Bush,71,People,Political leaders,18
Henry VIII of England,/wiki/Henry_VIII_of_England,67,People,Political leaders,21
Nelson Mandela,/wiki/Nelson_Mandela,67,People,Political leaders,21
Franklin D. Roosevelt,/wiki/Franklin_D._Roosevelt,64,People,Political leaders,23
George Washington,/wiki/George_Washington,64,People,Political leaders,23
Bill Clinton,/wiki/Bill_Clinton,63,People,Political leaders,25
Joseph Stalin,/wiki/Joseph_Stalin,60,People,Political leaders,26
Elizabeth I,/wiki/Elizabeth_I,58,People,Political leaders,27
George H. W. Bush,/wiki/George_H._W._Bush,57,People,Political leaders,28
Alexander Hamilton,/wiki/Alexander_Hamilton,56,People,Political leaders,29
Edward VIII,/wiki/Edward_VIII,56,People,Political leaders,29
Margaret Thatcher,/wiki/Margaret_Thatcher,56,People,Political leaders,29
Jesus,/wiki/Jesus,59,People,Pre-modern people,1
Alexander the Great,/wiki/Alexander_the_Great,55,People,Pre-modern people,2
Muhammad,/wiki/Muhammad,51,People,Pre-modern people,3
Julius Caesar,/wiki/Julius_Caesar,49,People,Pre-modern people,4
Genghis Khan,/wiki/Genghis_Khan,44,People,Pre-modern people,5
Gautama Buddha,/wiki/Gautama_Buddha,37,People,Pre-modern people,6
Aristotle,/wiki/Aristotle,34,People,Pre-modern people,7
Plato,/wiki/Plato,30,People,Pre-modern people,8
King Arthur [a],/wiki/King_Arthur,30,People,Pre-modern people,8
Joan of Arc,/wiki/Joan_of_Arc,29,People,Pre-modern people,10
Socrates,/wiki/Socrates,28,People,Pre-modern people,11
Spartacus,/wiki/Spartacus,27,People,Pre-modern people,12
Charlemagne,/wiki/Charlemagne,26,People,Pre-modern people,13
Tutankhamun,/wiki/Tutankhamun,26,People,Pre-modern people,13
Ragnar Lodbrok [a],/wiki/Ragnar_Lodbrok,26,People,Pre-modern people,13
Augustus,/wiki/Augustus,26,People,Pre-modern people,13
William Wallace,/wiki/William_Wallace,24,People,Pre-modern people,17
Moses [b],/wiki/Moses,24,People,Pre-modern people,17
Nero,/wiki/Nero,23,People,Pre-modern people,19
Marco Polo,/wiki/Marco_Polo,23,People,Pre-modern people,19
Alfred the Great,/wiki/Alfred_the_Great,22,People,Pre-modern people,21
Caligula,/wiki/Caligula,22,People,Pre-modern people,21
Robin Hood [a],/wiki/Robin_Hood,21,People,Pre-modern people,23
Cleopatra[c],/wiki/Cleopatra,20,People,Pre-modern people,24
Henry V of England,/wiki/Henry_V_of_England,19,People,Pre-modern people,25
Hannibal,/wiki/Hannibal,19,People,Pre-modern people,25
Abraham [b],/wiki/Abraham,19,People,Pre-modern people,25
David,/wiki/David,18,People,Pre-modern people,28
Confucius,/wiki/Confucius,18,People,Pre-modern people,28
Marcus Aurelius,/wiki/Marcus_Aurelius,18,People,Pre-modern people,28
William the Conqueror,/wiki/William_the_Conqueror,18,People,Pre-modern people,28
Ashoka,/wiki/Ashoka,18,People,Pre-modern people,28
Billie Eilish,/wiki/Billie_Eilish,52,People,3rd-millennium people,1
Millie Bobby Brown ,/wiki/Millie_Bobby_Brown,38,People,3rd-millennium people,2
Willow Smith,/wiki/Willow_Smith,24,People,3rd-millennium people,3
Erling Haaland,/wiki/Erling_Haaland,18,People,3rd-millennium people,4
Maddie Ziegler,/wiki/Maddie_Ziegler,17,People,3rd-millennium people,5
Greta Thunberg,/wiki/Greta_Thunberg,17,People,3rd-millennium people,5
Jojo Siwa,/wiki/Jojo_Siwa,17,People,3rd-millennium people,5
Jenna Ortega,/wiki/Jenna_Ortega,16,People,3rd-millennium people,8
Prince George of Cambridge,/wiki/Prince_George_of_Cambridge,15,People,3rd-millennium people,9
Lil Pump,/wiki/Lil_Pump,14,People,3rd-millennium people,10
Bhad Bhabie,/wiki/Bhad_Bhabie,14,People,3rd-millennium people,10
Noah Cyrus,/wiki/Noah_Cyrus,14,People,3rd-millennium people,10
Finn Wolfhard,/wiki/Finn_Wolfhard,13,People,3rd-millennium people,13
Olivia Rodrigo,/wiki/Olivia_Rodrigo,13,People,3rd-millennium people,13
Gaten Matarazzo,/wiki/Gaten_Matarazzo,13,People,3rd-millennium people,13
Charli D'Amelio,/wiki/Charli_D%27Amelio,11,People,3rd-millennium people,16
Isabela Merced,/wiki/Isabela_Merced,10,People,3rd-millennium people,17
Princess Charlotte of Cambridge,/wiki/Princess_Charlotte_of_Cambridge,10,People,3rd-millennium people,17
Lady Louise Windsor,/wiki/Lady_Louise_Windsor,10,People,3rd-millennium people,19
LaMelo Ball,/wiki/LaMelo_Ball,10,People,3rd-millennium people,20
Zion Williamson,/wiki/Zion_Williamson,10,People,3rd-millennium people,20
Jacob Tremblay,/wiki/Jacob_Tremblay,9.5,People,3rd-millennium people,22
Emma Raducanu,/wiki/Emma_Raducanu,9.3,People,3rd-millennium people,23
Jadon Sancho,/wiki/Jadon_Sancho,9.1,People,3rd-millennium people,24
Mackenzie Foy,/wiki/Mackenzie_Foy,8.7,People,3rd-millennium people,25
Mckenna Grace,/wiki/Mckenna_Grace,8.6,People,3rd-millennium people,26
Jackie Evancho,/wiki/Jackie_Evancho,8.3,People,3rd-millennium people,27
"James, Viscount Severn","/wiki/James,_Viscount_Severn",8.1,People,3rd-millennium people,28
Yara Shahidi,/wiki/Yara_Shahidi,8.0,People,3rd-millennium people,29
Manchester United F.C.,/wiki/Manchester_United_F.C.,81,Entertainment,Sport teams,1
FC Barcelona,/wiki/FC_Barcelona,61,Entertainment,Sport teams,2
Chelsea F.C.,/wiki/Chelsea_F.C.,59,Entertainment,Sport teams,3
Real Madrid C.F.,/wiki/Real_Madrid_C.F.,57,Entertainment,Sport teams,4
Arsenal F.C.,/wiki/Arsenal_F.C.,55,Entertainment,Sport teams,5
Liverpool F.C.,/wiki/Liverpool_F.C.,54,Entertainment,Sport teams,6
Manchester City F.C.,/wiki/Manchester_City_F.C.,42,Entertainment,Sport teams,7
Tottenham Hotspur F.C.,/wiki/Tottenham_Hotspur_F.C.,35,Entertainment,Sport teams,8
Brazil national football team,/wiki/Brazil_national_football_team,35,Entertainment,Sport teams,8
England national football team,/wiki/England_national_football_team,34,Entertainment,Sport teams,10
Juventus F.C.,/wiki/Juventus_F.C.,33,Entertainment,Sport teams,11
A.C. Milan,/wiki/A.C._Milan,32,Entertainment,Sport teams,12
FC Bayern Munich,/wiki/FC_Bayern_Munich,30,Entertainment,Sport teams,13
Paris Saint-Germain F.C.,/wiki/Paris_Saint-Germain_F.C.,29,Entertainment,Sport teams,14
Germany national football team,/wiki/Germany_national_football_team,29,Entertainment,Sport teams,14
Argentina national football team,/wiki/Argentina_national_football_team,29,Entertainment,Sport teams,14
New England Patriots,/wiki/New_England_Patriots,28,Entertainment,Sport teams,17
Los Angeles Lakers,/wiki/Los_Angeles_Lakers,27,Entertainment,Sport teams,18
France national football team,/wiki/France_national_football_team,26,Entertainment,Sport teams,19
Spain national football team,/wiki/Spain_national_football_team,25,Entertainment,Sport teams,20
Golden State Warriors,/wiki/Golden_State_Warriors,24,Entertainment,Sport teams,21
Borussia Dortmund,/wiki/Borussia_Dortmund,23,Entertainment,Sport teams,22
Italy national football team,/wiki/Italy_national_football_team,21,Entertainment,Sport teams,23
Leicester F.C.,/wiki/Leicester_F.C.,20,Entertainment,Sport teams,24
Newcastle United F.C.,/wiki/Newcastle_United_F.C.,20,Entertainment,Sport teams,24
West Ham United F.C.,/wiki/West_Ham_United_F.C.,20,Entertainment,Sport teams,24
Inter Milan,/wiki/Inter_Milan,20,Entertainment,Sport teams,24
Rangers F.C.,/wiki/Rangers_F.C.,20,Entertainment,Sport teams,24
New York Yankees,/wiki/New_York_Yankees,19,Entertainment,Sport teams,29
Green Bay Packers,/wiki/Green_Bay_Packers,19,Entertainment,Sport teams,29
Aston Villa F.C.,/wiki/Aston_Villa_F.C.,19,Entertainment,Sport teams,29
Game of Thrones[43],/wiki/Game_of_Thrones,122,Entertainment,Films and TV series,1
The Big Bang Theory[44],/wiki/The_Big_Bang_Theory,103,Entertainment,Films and TV series,2
Star Wars,/wiki/Star_Wars,94,Entertainment,Films and TV series,3
The Walking Dead,/wiki/The_Walking_Dead_(TV_series),90,Entertainment,Films and TV series,4
How I Met Your Mother,/wiki/How_I_Met_Your_Mother,85,Entertainment,Films and TV series,5
Breaking Bad,/wiki/Breaking_Bad,84,Entertainment,Films and TV series,6
Grey's Anatomy,/wiki/Grey%27s_Anatomy,74,Entertainment,Films and TV series,7
Glee,/wiki/Glee_(TV_series),72,Entertainment,Films and TV series,8
Doctor Who,/wiki/Doctor_Who,71,Entertainment,Films and TV series,9
Harry Potter,/wiki/Harry_Potter_(film_series),62,Entertainment,Films and TV series,10
Friends,/wiki/Friends,62,Entertainment,Films and TV series,10
Avatar,/wiki/Avatar_(2009_film),61,Entertainment,Films and TV series,12
The Avengers,/wiki/The_Avengers_(2012_film),60,Entertainment,Films and TV series,13
Naruto,/wiki/Naruto,59,Entertainment,Films and TV series,14
Avengers: Endgame,/wiki/Avengers:_Endgame,59,Entertainment,Films and TV series,14
Lost,/wiki/Lost_(TV_series),56,Entertainment,Films and TV series,16
Family Guy,/wiki/Family_Guy,55,Entertainment,Films and TV series,17
Dexter,/wiki/Dexter_(TV_series),54,Entertainment,Films and TV series,18
Titanic ,/wiki/Titanic_(1997_film),53,Entertainment,Films and TV series,19
